Rating,Review,Comments
5,Excellent,NiceREAD MORE
4,Good quality product,Very good workingREAD MORE
5,Worth the money,GoodREAD MORE
5,Terrific,Best in the price .battery backup is too longREAD MORE
5,Brilliant,Good productREAD MORE
3,Good quality product,As well as good product in this priceREAD MORE
5,Wonderful,Awesome.READ MORE
5,Value-for-money,Super product smartREAD MORE
5,Don't waste your money,Not worth for money. I have used more than 1 year after my review is pls don't buy this product . Battery backup comes under decreased. Sometimes not work properly.READ MORE
5,Simply awesome,NiceREAD MORE
5,Really Nice,"It's useful in lockdown, easy to handle but it get heated some time...READ MORE"
4,Excellent,Best products 🥰READ MORE
5,Perfect product!,Just wowREAD MORE
5,Classy product,Very nice product. In the time of COVID-19 you can not only trim your beard rather you can also trim and use cut your hair. Quality and feel of the product is good. Battery backup is also good. I have used it twice... there is no issue at all. 4 sizes are there. A big yes from my side. Go for it and enjoy the product. I have no idea about service because I bought this product last month and still i didn't face any problem with this product.READ MORE
5,Fabulous!,Good productREAD MORE
5,Good choice,Awesome productREAD MORE
4,Bad quality,Heating issue.READ MORE
4,Wonderful,goodREAD MORE
4,Fabulous!,NiceREAD MORE
5,Brilliant,"Product is really good at this price range.Package was not actually good, we can say ok.READ MORE"
5,Worth every penny,Nice product... Best quality with smooth handling very attractive designREAD MORE
5,Terrific purchase,Just for it . Awesome productREAD MORE
4,Awesome,Best Product but very very late deliveryREAD MORE
5,Nice product,It is a good productREAD MORE
5,Wonderful,"Good product, worth itREAD MORE"
4,Wonderful,"Excellent product in this rate, really value for money 😍READ MORE"
4,Super!,Amazing product thanku flipkartREAD MORE
4,Brilliant,GoodREAD MORE
5,Utterly Disappointed,Not like this colour....It's black colour...I hate this colourREAD MORE
5,Good quality product,GoodREAD MORE
5,Super!,GoodREAD MORE
4,Pretty good,GoodREAD MORE
5,Best in the market!,Good productREAD MORE
5,Worst experience ever!,BedREAD MORE
4,Value-for-money,Good productREAD MORE
5,Bad quality,Sound is more ... didn't like itREAD MORE
4,Highly recommended,Good productREAD MORE
5,Worth the money,Recent product in this price rangeREAD MORE
4,Pretty good,"looking good, quality is good and treamer is powerfull.READ MORE"
5,Best in the market!,superREAD MORE
5,Delightful,Great product in this price ....READ MORE
5,Wonderful,Good productREAD MORE
4,Decent product,button issue ..need hard press to on and offno full charged indication light . still ok for daily usage..READ MORE
5,Worst experience ever!,BedREAD MORE
5,Value-for-money,Good productREAD MORE
4,Bad quality,Sound is more ... didn't like itREAD MORE
4,Highly recommended,Good productREAD MORE
3,Worth the money,Recent product in this price rangeREAD MORE
3,Pretty good,"looking good, quality is good and treamer is powerfull.READ MORE"
5,Best in the market!,superREAD MORE
5,Delightful,Great product in this price ....READ MORE
4,Wonderful,Good productREAD MORE
5,Decent product,button issue ..need hard press to on and offno full charged indication light . still ok for daily usage..READ MORE
5,Fabulous!,"It' very good product in this price range.battery backup is also good.i am giving this review after 1 1/2 month of use.i have fully charged this device before my 1st use on the next day of my purchase,still there are some power left and it's ready to use.i'm happy with this productREAD MORE"
3,Terrific purchase,Awesome trimmerREAD MORE
5,Super!,This very good product which is no dought. I am satisfied with this productREAD MORE
5,Brilliant,Very smoothREAD MORE
5,Simply awesome,GoodREAD MORE
4,Must buy!,We Recommended go for itREAD MORE
5,Simply awesome,I love this productREAD MORE
3,Classy product,Not badREAD MORE
5,Worth the money,SuperREAD MORE
5,Expected a better product,Not that good. Must go for better product..READ MORE
4,Fabulous!,"It' very good product in this price range.battery backup is also good.i am giving this review after 1 1/2 month of use.i have fully charged this device before my 1st use on the next day of my purchase,still there are some power left and it's ready to use.i'm happy with this productREAD MORE"
4,Terrific purchase,Awesome trimmerREAD MORE
4,Super!,This very good product which is no dought. I am satisfied with this productREAD MORE
4,Brilliant,Very smoothREAD MORE
5,Simply awesome,GoodREAD MORE
5,Must buy!,We Recommended go for itREAD MORE
5,Simply awesome,I love this productREAD MORE
3,Classy product,Not badREAD MORE
4,Worth the money,SuperREAD MORE
5,Expected a better product,Not that good. Must go for better product..READ MORE
4,Best in the market!,FantasticREAD MORE
4,Perfect product!,Good product awesomeREAD MORE
5,Fair,Look wise gud but..blade are very sharp..READ MORE
4,Just okay,Very goodREAD MORE
5,Simply awesome,"I USED IT 2 TIMES,  CUTTING AND TRIMMING BOTH HELPED ME SO YOU CAN GO FOR IT .IT'S GOOD IN DECENT BUDGET.READ MORE"
5,Delightful,goodREAD MORE
3,Terrific purchase,GoodREAD MORE
4,Brilliant,good oneREAD MORE
5,Wonderful,Product is wonderful good  quality and excellent battery best product in this rangeREAD MORE
5,Does the job,"Good uptill now, its 20 days since i purchased it, i have used it for hair and beard both. It is good. Hope it work atleast a year. I WILL SAY, GO FOR THIS TRIMMER. ONE OF THE BEST IN THIS PRICE RANGE 👌👍READ MORE"
4,Classy product,Nice product working goodREAD MORE
5,Terrific purchase,Amazing product 🙂 guys plzz buys 😃 it 😃 valueble money 🤑 ivest in this product ❣️nyc and amazing productREAD MORE
4,Worth every penny,Great productREAD MORE
5,Awesome,Very good productREAD MORE
3,Best in the market!,GoodREAD MORE
5,Good quality product,Nice but not expectedREAD MORE
4,Perfect product!,Very good productREAD MORE
5,Slightly disappointed,Good quality product but run time is very poorREAD MORE
5,Brilliant,Amazing👍😍🤩READ MORE
5,Terrific,HappyREAD MORE
4,Terrific,I liked this product thankyou flipkartREAD MORE
5,Value-for-money,Good ...READ MORE
5,Worthless,Worst product received today but not even getting on charged for 2 hrs still not working worst purchase everREAD MORE
3,Good choice,averageREAD MORE
5,Value-for-money,Value for moneyREAD MORE
4,Brilliant,Awesome product in this price its the bestREAD MORE
5,Highly recommended,Worthfull.Everyone must buy it.This is the best option in this covid situation to use rather going out for shave.My brother loves it .READ MORE
5,Awesome,Good productREAD MORE
5,Wonderful,SuperREAD MORE
4,Brilliant,Nice productREAD MORE
5,Terrific,I liked this product thankyou flipkartREAD MORE
5,Value-for-money,Good ...READ MORE
5,Worthless,Worst product received today but not even getting on charged for 2 hrs still not working worst purchase everREAD MORE
4,Good choice,averageREAD MORE
5,Value-for-money,Value for moneyREAD MORE
4,Brilliant,Awesome product in this price its the bestREAD MORE
4,Highly recommended,Worthfull.Everyone must buy it.This is the best option in this covid situation to use rather going out for shave.My brother loves it .READ MORE
5,Awesome,Good productREAD MORE
3,Wonderful,SuperREAD MORE
5,Brilliant,Nice productREAD MORE
5,Classy product,AwesomeREAD MORE
4,Pretty good,Nice productREAD MORE
5,Must buy!,Good Quality for the price.....🙂👍👍READ MORE
4,Good quality product,Very good trimmer and 2mm is not suitableREAD MORE
4,Perfect product!,Good productREAD MORE
5,Unsatisfactory,Product are not good... because skin damage and beard cut not perfect....😠😠READ MORE
3,Not recommended at all,Bad productREAD MORE
5,Wonderful,Good productREAD MORE
4,Fabulous!,Best trimmerREAD MORE
5,Great product,Very nice productREAD MORE
5,Awesome,Very nice products Love it 👍👍READ MORE
5,Pretty good,GoodREAD MORE
5,Classy product,It's very good product and battery backup is owsmREAD MORE
5,Mind-blowing purchase,Aosom productREAD MORE
4,Pretty good,Very goodREAD MORE
5,Good quality product,Better productsREAD MORE
5,Just okay,Good productREAD MORE
5,Just okay,Charging time very long & boringREAD MORE
5,Mind-blowing purchase,Good Product thank you filifkart 👌👌READ MORE
4,Highly recommended,Nova is always cheap and best.READ MORE
5,Good choice,Nice productsREAD MORE
4,Terrific purchase,Super QualityREAD MORE
5,Super!,Very goodREAD MORE
4,Fair,Superb best quality..READ MORE
5,Simply awesome,It's niceREAD MORE
5,Best in the market!,It's osmREAD MORE
5,Wonderful,NiceREAD MORE
5,Pretty good,"Very good trimmer, good battery👍READ MORE"
5,Bad quality,The blade r to sharper my skin get rashREAD MORE
5,Just wow!,Most valuable product In low price 👍👍👍👍❤️READ MORE
4,Just okay,It is not that accurate and not so good at precisionREAD MORE
5,Fabulous!,Good product qualityREAD MORE
3,Mind-blowing purchase,"Good quality, good service☺READ MORE"
4,Good quality product,NiceREAD MORE
5,Good choice,It's Cool product Nice oneREAD MORE
5,Really Nice,OkREAD MORE
4,Useless product,"Blead is not good,,, not a long time activities 👎,,,, west moneyREAD MORE"
5,Good choice,SuperREAD MORE
3,Excellent,NiveREAD MORE
5,Brilliant,Long life trimmer is best novaREAD MORE
5,Must buy!,Very very excellent product thank you flipkart 🙏READ MORE
5,Does the job,Average trimmer..READ MORE
3,Good quality product,GoodREAD MORE
5,Super!,Nice thank you filpcardREAD MORE
5,Really Nice,MassREAD MORE
4,Worth the money,Superb 👌👌READ MORE
4,Don't waste your money,It's not working....i charged it but still it's not working..bad productREAD MORE
5,Simply awesome,This is very good trimmerREAD MORE
3,Very Good,Still I have been used only once but it is good when I am using first time thank you flipkartREAD MORE
5,Awesome,Good productREAD MORE
5,Must buy!,Very very excellent product thank you flipkart 🙏READ MORE
5,Does the job,Average trimmer..READ MORE
3,Good quality product,GoodREAD MORE
5,Super!,Nice thank you filpcardREAD MORE
5,Perfect product!,MassREAD MORE
4,Worth the money,Superb 👌👌READ MORE
5,Don't waste your money,It's not working....i charged it but still it's not working..bad productREAD MORE
4,Simply awesome,This is very good trimmerREAD MORE
4,Very Good,Still I have been used only once but it is good when I am using first time thank you flipkartREAD MORE
5,Awesome,Good productREAD MORE
5,Not good,"Blade edges are not wel polished, scratches on the skin.READ MORE"
4,Good,Better in this costREAD MORE
4,Super!,Very nice and good oneREAD MORE
5,Good choice,SuperREAD MORE
5,Classy product,I purchased in 590 rs ..I think this is the best trimmer in this price range..READ MORE
5,Awesome,I have Philips trimmer....so I will tell you the review in comparison with that oneIf you want to use trimmer for haircut them this can be used...u can't use those Philips trimmer with adjustable clip...u need this type of deattachable clips for haircut...and it is easier to cut hair with this type of clip.. thos adjustable clips are little bendy ..so if u have a habit of pressing the trimmer der are chances u will not get uniform beard with that adjustable clips (telling through my experie...READ MORE
5,Classy product,NiceREAD MORE
4,Good choice,GoodREAD MORE
4,Perfect product!,GoodREAD MORE
5,Super!,Excellent product with this price range.READ MORE
5,Not good,"Blade edges are not wel polished, scratches on the skin.READ MORE"
4,Good,Better in this costREAD MORE
4,Super!,Very nice and good oneREAD MORE
5,Good choice,SuperREAD MORE
5,Classy product,I purchased in 590 rs ..I think this is the best trimmer in this price range..READ MORE
5,Awesome,I have Philips trimmer....so I will tell you the review in comparison with that oneIf you want to use trimmer for haircut them this can be used...u can't use those Philips trimmer with adjustable clip...u need this type of deattachable clips for haircut...and it is easier to cut hair with this type of clip.. thos adjustable clips are little bendy ..so if u have a habit of pressing the trimmer der are chances u will not get uniform beard with that adjustable clips (telling through my experie...READ MORE
4,Classy product,NiceREAD MORE
5,Good choice,GoodREAD MORE
4,Perfect product!,GoodREAD MORE
5,Super!,Excellent product with this price range.READ MORE
5,Perfect product!,ExcellentREAD MORE
5,Moderate,3number blade cap was not correctly matched.it has some trouble while usingREAD MORE
5,Utterly Disappointed,Waste your moneyREAD MORE
5,Good quality product,GoodREAD MORE
4,Classy product,superREAD MORE
5,Pretty good,GoodREAD MORE
4,Delightful,NiceREAD MORE
5,Classy product,Very nycREAD MORE
4,Nice,NiceREAD MORE
5,Wonderful,Made flipboat by flipcart packing box to hold nova trimmer it's very nice working😘😘READ MORE
5,Perfect product!,ExcellentREAD MORE
5,Moderate,3number blade cap was not correctly matched.it has some trouble while usingREAD MORE
5,Utterly Disappointed,Waste your moneyREAD MORE
5,Good quality product,GoodREAD MORE
4,Classy product,superREAD MORE
5,Pretty good,GoodREAD MORE
4,Delightful,NiceREAD MORE
5,Classy product,Very nycREAD MORE
5,Nice,NiceREAD MORE
5,Wonderful,Made flipboat by flipcart packing box to hold nova trimmer it's very nice working😘😘READ MORE
5,Worth the money,Good value for moneyREAD MORE
4,Mind-blowing purchase,Good productREAD MORE
5,Great product,NiceREAD MORE
5,Highly recommended,Awesome productREAD MORE
4,Unsatisfactory,Dont buy this product...READ MORE
5,Classy product,GoodREAD MORE
4,Fabulous!,Nova trimmer is the best. Value of money.READ MORE
5,Nice product,GoodREAD MORE
5,Super!,Very goodREAD MORE
4,Classy product,Nice productREAD MORE
5,Excellent,1mm and 2mm is not available all are features ok value for moneyREAD MORE
3,Brilliant,Excellent product. Superb battery backup. Happy with this productREAD MORE
4,Worth the money,NiceREAD MORE
5,Worthless,Very bad qualityREAD MORE
5,Perfect product!,AwesomeREAD MORE
5,Value-for-money,GoodREAD MORE
5,Simply awesome,GoodREAD MORE
4,Good quality product,Battery backup is quite less but bestREAD MORE
4,Perfect product!,Good product with temar qualityREAD MORE
5,Awesome,Nice productsREAD MORE
3,Simply awesome,SuperbREAD MORE
4,Terrific,Delivery person attitude is most attractive.READ MORE
5,Just wow!,Good productREAD MORE
5,Terrific purchase,Very nice productREAD MORE
5,Worth the money,GoodREAD MORE
5,Awesome,Good product....i like it..READ MORE
4,Good,Less price best trimmer.READ MORE
4,Good choice,"Good, but just two adjustment levels only given with the product.READ MORE"
5,Super!,The adjustment is mis match..READ MORE
5,Terrific,SuperREAD MORE
5,Really Nice,Nice productsREAD MORE
